Word	Prefix	Stem	Tone	POS	Class	Gloss	No	Note	Dialect
orubimbi	oru	bimbi	LLLL	n.	11	set task	11504		
orubindi	oru	bindi	LLFL	n.	11	large milkpot	11505		
orubingo	oru	bingo	LLLL	n.	11	elephant grass (one cut dry piece or a forest or clump)	11506		
orubiribiri	oru	biribiri	LLLLLL	n.	11	plant with hairy fruit	11507		
orubisho	oru	bisho	LLLL	n.	11	food or beer kept by for a guest	11508		
orubisi	oru	bisi	LLLL	a.	11	"wet, raw"	11509		
oruboho	oru	boho	LLHL	n.	11	small packet	11510		
Rubosta		rubosta	LHL	n.		Robusta coffee	11511	<	
orubu	oru	bu	LHL	n.	11	"a turn, a go; series, class"	11512		
orububi	oru	bubi	LLLL	n.	11	spider's web; cream on boiled milk	11513		
Rubuga		rubuga	LLL	n.	1a?	king's sister	11514		(A)
orubumbiro	oru	bumbiro	LLHLL	n.	11	hearth	11515		
orubungo	oru	bungo	LLFL	n.	11	dunghill	11516		
rubura		rubura	LLL	n.	?	rascal	11517		
oruburi	oru	buri	LLHL	n.	11	bee sting	11518		
orubutuuro	oru	butuuro	LLHLLL	n.	11	gift in order to bring a doctor	11519		
orubwa	oru	bwa	LLL	n.	11	insolence	11520		
orucaca	oru	caca	LLLL	n.	11	small piece of meat	11521		
orucuba	oru	cuba	LLHL	n.	11	wooden dish	11522		
orucurabembe	oru	curabembe	LLHLLL	n.	11	highjump	11523		
orucureire	oru	cureire	LHLLLL	a.	11	"calm, quiet"	11524		
orucwamba	oru	cwamba	LLFL	n.	11	star grass	11525		
orufiire	oru	fiire	LHLLL	a.	11	dead	11526		
orufu	oru	fu	LHL	n.	11	disease; (RC)	11527		
ekibi ky' orufu	eki	bi ky' orufu	LHLHHL	:	7	mortal sin	11528		
rufu	ru	fu	HL	n.	11	death	11529		
orufumu	oru	fumu	LLHL	n.	11	proverb; saying;	11530		(A)
kucwa orufumu	ku	cwa orufumu	HLLLHL	:		quote a proverb	11531		
orufunjo	oru	funjo	LLFL	n.	11	papyrus (cut and dry; or a forest or clump)	11532		
orufuzi	oru	fuzi	LLLL	n.	11	babies' dribble	11533		
oruga	oru	ga	LLL	n.	11	cane- crook- bowstring	11534		
orugaaga	oru	gaaga	LLLLL	n.	11	kind of papyrus; stick for drying milkpots	11535		
rugaaniira			LLLLLL	n.	?	seed-tray used as a tambourine or rattle	11536		
orugaashe	oru	gaashe	LLLLL	n.	11	grass of which birds are fond	11537		
Rugaba		rugaba	LHL	n.		"God, Providence"	11538		
orugaga	oru	gaga	LLHL	n.	11	spiral wire bracelet	11539		
orugamba	oru	gamba	LLHL	n.	11	battle	11540		
orugambi	oru	gambi	LLLL	n.	11	vowel	11541		
orugambo	oru	gambo	LLLL	n.	11	chatter; rumour	11542		
rugambwa	ru	gambwa	LLL	n.		famous	11543		
oruganda	oru	ganda	LLHL	n.	11	clan	11544		
Oruganda	oru	ganda	LLHL	n.	11	Luganda	11545		
orugando	oru	gando	LLLL	n.	11	acacia bush with yellow flowers and sickle-shaped pods	11546		
*orugaragariro	oru	garagariro	LLLHLLL	n.		tiredness after being held a long time	11547		
orugarami	oru	garami	LLLLL	a.	11	"open, spacious"	11548		
orugari	oru	gari	LLHL	n.	11	tray (esp. for winnowing)	11549		
orugasho	oru	gasho	LLLL	n.	11	bead	11550		
orugiitsire	oru	giitsire	LLHHLL	n.	11	maw; stomach bag	11551		(A)
orugimbi	oru	gimbi	LLLL	n.	11	stick for a fire	11552		
orugingo	oru	gingo	LLLL	n.	11	joint	11553		
orugisha	oru	gisha	LLLL	n.	11	charm	11554		
orugo	oru	go	LHL	n.	11	"fence, hedge"	11555		
orugoba-nte	oru	goba-nte	LLLLL	n.	11	bustard	11556		(A)
orugogo	oru	gogo	LLLL	n.	11	leopard trap	11557		
orugohe	oru	gohe	LLHL	n.	11	eyelash	11558		
orugoobe	oru	goobe	LLHLL	n.	11	bead girdle	11559		
orugufu	oru	gufu	LLHL	a.	11	short	11560		
orugunda	oru	gunda	LLLL	n.	11	gourd-pot	11561		
eruguru	e ru	guru	LLLL	n.		"the top, surface, cover (of a book);"	11562		
ekya ruguru	ekya ru	guru	LLLLL	:	7	the top one	11563		
orugusyo	oru	gusyo	LLLL	n.	11	potsherd	11564		
oruguzi	oru	guzi	LLHL	n.	11	"border, bank of a plot"	11565		
orugyeegye	oru	gyeegye	LLHHL	n.	11	platform for milkpots [...Ž(Ž)...]	11566		
orugyendandara	oru	gyendandara	LLLLLL	n.	11	black button mushroom	11567		
orugyendo	oru	gyendo	LLLL	n.	11	joumey	11568		
rugyendwa			LLL	n.		omuhanda rugyendwa: main road	11569		
orugyero	oru	gyero	LLLL	n.	11	"standard; pattern proof, reason; kwiha aha rugyero. change o"	11570		
orugyezi	oru	gyezi	LLLL	n.	11	set task	11571		
oruhabyo	oru	habyo	LLLL	n.	11	bill-hook	11572		
oruhagara	oru	hagara	LLHLL	n.	11	hand of bananas	11573		
oruhago	oru	hago	LLLL	n.	11	bladder	11574		
oruhanda	oru	handa	LLFL	n.	11	channel	11575		
ruhanduura			LLLLL	n.		black and white striped furry caterpillar; swollen feet	11576		
oruhanga	oru	hanga	LLLL	n.	11	valley	11577		
Ruhanga		ruhanga	LHL	n.		God; a god	11578		
oruhango	oru	hango	LLFL	a.	11	large; fat	11579		
oruhara	oru	hara	LLHL	n.	11	baldness	11580		
Oruharabu	oru	harabu	LLLHL	n.	11	Arabic	11581		
oruharambo	oru	harambo	LLHLL	n.	11	meat from the flank	11582		
oruharo	oru	haro	LLLL	n.	11	public labour in shifts ground worked by public labour	11583		
oruhazo	oru	hazo	LLLL	n.	11	"hide-scraping tool; ditch, trench"	11584		
Oruheburaayo	oru	heburaayo	LLHLHLL	n.	11	Hebrew [...‡(ˆ)...]	11585		
oruhekye	oru	hekye	LLHL	n.	11	"button mushroom, unripe millet grain"	11586		
ruhembe			LFL	n.		new moon	11587		
oruhereire	oru	hereire	LHLLLL	a.	11	nearby	11588		
oruhi	oru	hi	LHL	n.	11	palm of the hand	11589		
oruhiga	oru	higa	LLLL	n.	11	hot bath	11590		
oruhigura	oru	higura	LLHLL	n.	11	plant with small yellow flowers which ripen to sticky burrs	11591		
oruhiira	oru	hiira	LLHHL	n.	11	grass fire; burnt grass	11592		
oruhikire	oru	hikire	LHLLL	a.	11	right	11593		
Oruhima	oru	hima	LLLL	n.	11	language and customs of the Bahima	11594		
oruhimbi	oru	himbi	LLLL	n.	11	"place for goats in a house, goat-stall"	11595		
oruhimbo	oru	himbo	LLLL	n.	11	"stick, crutch"	11596		
Oruhindi	oru	hindi	LLLL	n.	11	Hindustani	11597		
oruhindura	oru	hindura	LLLLL	n.	11	change	11598		
oruhinga	oru	hinga	LLLL	n.	11	large waist at the back	11599		
oruhiro	oru	hiro	LLLL	n.	11	spiral	11600		(A)
oruhita	oru	hita	LLLL	n.	11	plain	11601		
oruho	oru	ho	LLL	n.	11	haze	11602		
oruhoko	oru	hoko	LLLL	n.	11		11603		(A)
kuteera oruhoko	ku	teera oruhoko	LHLLLLLL	:	11	rub with butter; stake claim for bride	11604		
ruhoko			LHL	n.		kind of potato	11605		(K)
oruhombwa	oru	hombwa	LLHL	n.	11	bush with small light green leaves	11606		(K)
ruhondeeza (eeza) 			LLHLLLLL	n.		sluggard	11607		
oruhoro	oru	horo	LLHL	n.	11	stale beer	11608		
Oruhororo	oru	hororo	LLHLL	n.	11	language and customs of the Bahororo	11609		
oruhosho	oru	hosho	LLHL	n.	11	bronchitis	11610		
oruhu	oru	hu	LHL	n.	11	"hide, leather"	11611		
ruhugu			LLL	n.		thief	11612		
oruhumbo	oru	humbo	LLLL	n.	11	mould on food	11613		
oruhunda	oru	hunda	LLLL	n.	11	a swamp grass	11614		
oruhungye	oru	hungye	LLFL	n.	11	strand of raffia	11615		
oruhungye	oru	hungye	LLHL	n.	11	"corner, end (of a net)"	11616		
oruhuriire	oru	huriire	LLLLLL	n.	11	living	11617		
oruhuunyirira	oru	huunyirira	LLLLLLL	n.	11	drizzle	11618		
orujegyere	oru	jegyere	LLLLL	n.	11	chain	11619		
orujogyera	oru	jogyera	LLLLL	n.	11	ankle bell	11620		
oruju	oru	ju	LHL	n.	11	grey hair	11621		
rujuga			LLL	n.		Adam's apple	11622		
rujuguta			LLLL	n.		civet-cat	11623		(A)
Orujungu	oru	jungu	LLFL	n.	11	any European language (often used loosely to mean) English	11624		
orujurajura	oru	jurajura	LLLLFL	n.	11	drizzle	11625		
orukaaga	oru	kaaga	LLHLL	n.	11	(the) six hundred	11626		
orukaakaari	oru	kaakaari	LLLLLLL	n.	11	yellow weaver-bird	11627		
orukaiga	oru	kaiga	LLHHL	n.	11	unripe pod; young bean	11628		
orukamba	oru	kamba	LLLL	n.	11	cattle mange	11629		
rukamba			LFL	n.		dark-marked dog	11630		
orukanga	oru	kanga	LLHL	n.	11	framework of a house; roof	11631		
orukangu	oru	kangu	LLHL	n.	11	reed for doors and ceilings	11632		(K)
orukangwa	oru	kangwa	LLHL	n.	11	reed for doors and ceilings	11633		(A)
orukanu	oru	kanu	LLHL	n.	11	crack in pottery	11634		
Orukiga	oru	kiga	LLHL	n.	11	language of the Bakiga	11635		
orukiiko	oru	kiiko	LLHLL	n.	11	council	11636		(G)
orukiine	oruki	ine	LLLLL	v.	11	which/it still has; which/ it has it	11637		
orukiizi	oru	kiizi	LLHHL	n.	11	hillside	11638		
orukindo	oru	kindo	LLFL	n.	11	plam leaf	11639		
orukinga	oru	kinga	LLHL	n.	11	tonsure	11640		
orukingi	oru	kingi	LLFL	n.	11	main stick of a fence	11641		(A)
orukingi rw' esimu	oru	kingi rw' esimu	LLFLHHL	:	11	telegraph pole	11642		
orukiri	oru	kiri	LLLL	n.	11	rock	11643		
orukiri	oru	kiri	LLLL	v.	11	which/it still is	11644		
orukizi	oru	kizi	LLHL	n.	11	spinal cord	11645		
orukoba	oru	koba	LLHL	n.	11	belt- strap ; whip	11646		
orukogoto	oru	kogoto	LLHLL	n.	11	shoulder-blade	11647		
orukoko	oru	koko	LLHL	n.	11	crust; cream	11648		
orukomera	oru	komera	LLLLL	n.	11	fence	11649		
orukondo	oru	kondo	LLLL	n.	11	forked stick for firewood	11650		(A)
orukongoro	oru	kongoro	LLHLL	n.	11	stork	11651		
orukonko	oru	konko	LLFL	n.	11	weak cow	11652		
Orukooki	oru	kooki	LLLLL	n.	11	language of the Baganda settlers	11653		
orukooko	oru	kooko	LLHHL	n.	11	bogey; giant	11654		
orukoore	oru	koore	LLHLL	n.	11	small brown bean	11655		
orukore	oru	kore	LLHL	n.	11	whitlow	11656		
rukorongo			LHLL	n.		excessive blood	11657		
orukororo	oru	kororo	LLHLL	n.	11	bronchitis	11658		
oruku	oru	ku	LHL	n.	11	stick of firewood	11659		
orukuku	oru	kuku	LLHL	n.	11	mange of dogs	11660		
orukumi	oru	kumi	LLHL	n.	11	(the) thousand	11661		
orukumu	oru	kumu	LLHL	n.	11	"finger, toe"	11662		
orukundo	oru	kundo	LLFL	n.	11	love (in general)	11663		
rukundo			LFL	n.	1a?	love (personified)	11664		
rukungu	ru	kungu	LHL	n.		hornless animal	11665		
rukura			LLL	n.		banana disease	11666		
orukuru	oru	kuru	LLHL	n.	11	a gossip; important; old	11667		
orukuuku	oru	kuuku	LLHHL	n.	11	pigeon pea	11668		
orukwanzi	oru	kwanzi	LLFL	n.	11	bead	11669		
orukye	oru	kye	LHL	a.	11	small; a little	11670		
orukyenkye	oru	kyenkye	LLLL	n.	11	grass-stalk match	11671		
orukyereere	oru	kyereere	LLLLLL	n.	11	rash on the legs	11672		(K)
orukyerere	oru	kyerere	LLLLL	n.	11	rash on the legs	11673		(A)
*orumanyimanyi	oru	manyimanyi	LLLHLL	n.	11	familiarity	11674		
orumanyo	oru	manyo	LLLL	n.	11	conjuring trick	11675		
orumbugu	oru	mbugu	LLLL	n.	11	Guinea grass	11676		
orume	oru	me	LLL	n.	11	dew	11677		
orume	oru	me	LHL	n.	11	"rabbit, hare"	11678		(K)
orumi	oru	mi	LHL	n.	11	"rabbit, hare"	11679		(A)
oruminyaminyo	oru	minyaminyo	LLLLHL	n.	11	eatable thing; flickering shadow	11680		(K)
orumuri	oru	muri	LLLL	n.	11	"torch, candle"	11681		
orumwe	oru	mwe	LHL	a.	11	(the) one	11682		
orumweija	oru	mweija	LLHLL	a.	11	the other (of two)	11683		
orumweiso	oru	mweiso	LLLLL	n.	11	razor	11684		
orunaana	oru	naana	LLHLL	n.	11	(the) eight hundred	11685		
orunana	oru	nana	LLLL	n.	11	small sickle^shaped knife	11686		
orundi	oru	ndi	LFL	a.	11	"another, the other"	11687		
Orungyereza	oru	ngyereza	LLLHL	n.	11	English (the language)	11688	< Engl.	
orunkucence	oru	nkucence	LLLLL	n.	11	measles	11689		(A)
orunkujengwa	oru	nkujengwa	LLLHL	n.	11	measles	11690		(K)
runkunku			LLL	n.		thief	11691		
oruntu	oru	ntu	LLL	n.	11	very thin person	11692		
runu	ru	nu	HL	a.	11	this	11693		(N)
orunwa	oru	nwa	LLL	n.	11	bill (of a bird); lies	11694		
orunyaanya	oru	nyaanya	LLHLL	n.	11	tomato; tomato plant	11695		
orunyamburara	oru	nyamburara	LLLHLL	n.	11	small snake	11696		
orunyankokoore	oru	nyankokoore	LLLLHHL	n.	11	sweet grass for cattle	11697		
Orunyankore	oru	nyankore	LLLHL	n.	11	language of the Banyankore	11698		
orunyerere	oru	nyerere	LLLHL	n.	11	bangle	11699		
orunyiriri	oru	nyiriri	LLLLL	n.	11	verse; line	11700		(G)
orunyonyi	oru	nyonyi	LLLL	n.	11	embryo	11701		
Orunyoro	oru	nyoro	LLLL	n.	11	language of the Banyoro	11702		(A)
Orunyoro	oru	nyoro	LLHL	n.	11	language of the Banyoro	11703		(K)
orunywero	oru	nywero	LLFL	n.	11	long-necked clay drinking vessel	11704		
orupapura	oru	papura	LLLLL	n.	11	paper; page;	11705		
orupapura rw' amahurire	oru	papura rw' amahurire	LLLLLHLHLL	:	11	newspaper;	11706		
orupapura rw' omubaro	oru	papura rw'omubaro	LLLLLHLLL	:	11	bill	11707		
rupiiha			LHHL	n.		a rupee	11708	< Hindi	
orura	oru	ra	LLL	n.	11	intestine	11709		
rurahe ?	ru	rahe	LLL	v.	11	where is it ?	11710		(K)
rurahi?	ru	rahi	LLL	v.	11	where is it ?	11711		
oruraingwa	oru	raingwa	LLHHL	a.	11	long; tall	11712		
rurangaanwa	ru	rangaanwa	LLHLL	n.	11	famous	11713		
orurango	oru	rango	LLLL	n.	11	"flag, preface"	11714		
rurara			HLL	n.		knife for killing goats; dagger; sword	11715		
orureebo	oru	reebo	LLLLL	n.	11	banana press	11716		
orureere	oru	reere	LLLLL	n.	11	banana leaf	11717		
orurembe	oru	rembe	LLFL	n.	11	sheath; etui	11718		
orurembo	oru	rembo	LLFL	n.	11	"town, capital"	11719		
orurenga-myambi	oru	renga-myambi	LLHLLL	n.	11	striped rat	11720		
orurera	oru	rera	LLLL	n.	11	umbilical cord	11721		
oruri	oru	ri	LLL	v.	11	which/it is	11722		
ruri	ru	ri	HL	a.	11	that over there	11723		(N)
oruriba	oru	riba	LLHL	n.	11	deadfall trap	11724		
rurigita			LLHL	n.		bogey-man	11725		
oruriho	oru	riho	LLLL	v.	11	which/it is there	11726		
oruriibwa	oru	riibwa	LLHLL	n.	11	"scabies, itch"	11727		
orurikubira	oruriku	bira	LLHLLL	a.	11	boiling	11728		
orurikufuka	oru	rikufuka	LLHLLL	a.	11	"cold, veet"	11729		
orurikumiza	oru	rikumiza	LLHLLL	a.	11	deep	11730		
orurikutagata	oru	rikutagata	LLHLLLL	a.	11	warm	11731		
orurikutukura	oru	rikutukura	LLHLLLL	a.	11	red	11732		
orurikwera	oru	rikwera	LLLFL	a.	11	white	11733		
orurikwiragura	oru	rikwiragura	LLLHLLL	a.	11	black	11734		
orurikwotsya	oru	rikwotsya	LLHLL	a.	11	hot	11735		
orurimi	oru	rimi	LLHL	n.	11	"language- tongue, flame"	11736		
orurimu	oru	rimu	LLLL	v.	11	which/it is inside	11737		
oruringa	oru	ringa	LLFL	n.	11	wire bracelet	11738		
ruriya	ru	riya	LLL	a.	11	that over there	11739		
oruriyo	oru	riyo	LLLL	v.	11	which/it is there	11740		
oruro	oru	ro	LHL	n.	11	one millet plant; one grain of millet	11741		
orurofa	oru	rofa	LLHL	a.	11	dirty	11742		
orurungi	oru	rungi	LLHL	a.	11	good; clean; beautiful	11743		
orusa	oru	sa	LLL	n.	11	permission	11744		
oruseeneene	oru	seeneene	LLHHLLL	n.	11	edible grasshopper	11745		
orushabago	oru	shabago	LLHLL	n.	11	bowl for a child's medicine	11746		(A)
orushabagwe	oru	shabagwe	LLHLL	n.	11	bowl for a child's medicine	11747		(K)
rushagama			LHLL	n.		sores on the toes	11748		
orushaka	oru	shaka	LLHL	n.	11	"bush, shrub"	11749		
rushanda			LLL	n.		large locust	11750		
orushandago	oru	shandago	LLHLL		11	incision	11751		
orushanju	oru	shanju	LLLL	n.	11	(the) seven hundred	11752		
orusharizo	oru	sharizo	LLLLL	n.	11	knife for banana leaves	11753		
*orushashaanure	oru	shashaanure	LLLLLHL	n.		papyrus strips for weaving	11754		
orushaya	oru	shaya	LLHL	n.	11	jaw	11755		
orushaza	oru	shaza	LLLL	n.	11	pea	11756		(A)
orusheenyi	oru	sheenyi	LLHLL	n.	11	gravel	11757		
orushekye	oru	shekye	LLHL	n.	11	"shin-bone; tube, pipe; grass-straw"	11758		
orushiisha	oru	shiisha	LLHLL	n.	11	ear of millet	11759		
orushoigo	oru	shoigo	LLHLL		11	honey-guide	11760		
orushoma	oru	shoma	LLLL	n.	11	school term	11761		(A)
orushomo	oru	shomo	LLLL	n.	11	school term	11762		(K)
orushozi	oru	shozi	LLHL	n.	11	hill	11763		
orushura-ibiba	oru	shura-ibiba	LLLLLHL	n.	11	pennant-wing nightjar	11764		(A)
orushusho	oru	shusho	LLLL	n.	11	homesickness	11765		
orushuuru	oru	shuuru	LLHHL	n.	11	barn-cover	11766		
orushwa	oru	shwa	LHL	n.	11	flying ant	11767		
orusigo	oru	sigo	LLLL	n.	11	tobacco-seed	11768		
orusiika	oru	siika	LLHLL	n.	11	partition	11769		
orusiisira	oru	siisira	LLLLLL	n.	11	camp- hut	11770		
orusimba	oru	simba	LLFL	n.	11	dropsy; swollen abdomen	11771		
orusimbi	oru	simbi	LLHL	n.	11	a small shell	11772		
orusinga	oru	singa	LLLL	n.	11	end of a boat ; edge of a pot	11773		
orusya	oru	sya	LLL	n.	11	crack on the side of the foot	11774		(K)
orusya	oru	sya	LHL	a.	11	new	11775		
orusyabiri	oru	syabiri	LLHLL	n.	11	kind of mushroom	11776		(K)
rusyo	ru	syo	LL	a.	11	like that	11777		(K)
ruta	ru	ta	LL	a.	11	how (is it)?	11778		
orutaanansi	oru	taanansi	LLHHLL	n.	11	lean person	11779		
orutaari	oru	taari	LLHLL	n.	11	(RC) altar	11780	< Engl.	
orutacwa	oru	tacwa	LLHL	n.	11		11781		(A)
kugamba orutacwa			LLLLLHL	:	11	talk incessantly	11782		
Orutagwenda	oru	tagwenda	LLLLL	n.	11	language of the Batooro settlers	11783		
orutahwaho	oru	tahwaho	LLHLL	a.	11	everlasting	11784		
orutaine	oruta	ine	LLHLL	v.	11	which/it has not	11785		
orutakareebwaga	oru	takareebwaga	LLHLLLLL	a.	11	remarkable	11786		
orutambasyoko	oru	tambasyoko	LLHLHL	n.	11	trap-spring	11787		
orutambi	oru	tambi	LLLL	n.	11	wick	11788		
orutambuuko	oru	tambuuko	LLHLLL	n.	11	stride	11789		
orutami	oru	tami	LLHL	n.	11	dried papyrus for baskets	11790		
orutanani	oru	tanani	LLLLL	n.	11	stain	11791		
orutanda	oru	tanda	LLFL	n.	11	perch	11792		(A)
orutango	oru	tango	LLFL	n.	11	network	11793		
orutangura	oru	tangura	LLHLL	n.	11	spider	11794		
orutara	oru	tara	LLHL	n.	11	stick framework for loading a bundle	11795		
orutarago	oru	tarago	LLHLL	n.	11	a fierce old leopard	11796		
orutari	oru	tari	LLHL	v.	11	which/it is not	11797		
orutaro	oru	taro	LLLL	n.	11	war	11798		(K)
oruteba	oru	teba	LLLL	n.	11	pan	11799		
oruteekire	oru	teekire	LLHHLL	a.	11	boiled	11800		
oruteerane	oru	teerane	LLHHLL	n.	11	meeting	11801		(K)
oruteerano	oru	teerano	LLHHLL	n.	11	meeting	11802		(A)
orutenga	oru	tenga	LLLL	n.	11	marsh	11803		
orutente	oru	tente	LLLL	n.	11	locust trap	11804		
orutetema	oru	tetema	LLLHL	n.	11	shivering	11805		
orutetera	oru	tetera	LLLHL	n.	11	marrow seed	11806		
orutetere	oru	tetere	LLLHL	n.	11	marrow seed	11807		(K)
orutezo	oru	tezo	LLLL	n.	11	kuba aha rute:zo: to be on the brink	11808		
ruti	ru	ti	LL	a.	11	like this	11809		
orutindo	oru	tindo	LLLL	n.	11	bridge	11810		
oruto	oru	to	LHL	a.	11	young	11811		
orutongana	oru	tongana	LHLLL	n.	11	indes finger	11812		
orutookye	oru	tookye	LLLLL	n.	11	banana grove	11813		
orutoonyerera	oru	toonyerera	LLLLLLL	n.	11	shower	11814		
orutoori	oru	toori	LLLLL	n.	11	toad	11815		(A)
Orutooro	oru	tooro	LLLLL	n.	11	language of the Batooro	11816		
orutorobo	oru	torobo	LLHLL	n.	11	young marrow	11817		
orutote	oru	tote	LLHL	n.	11	pap	11818		
orutsindiizo	oru	tsindiizo	LLHLLL	n.	11	ram-rod	11819		(A)
orutunda	oru	tunda	LLHL	n.	11	"passion-fruit, gre dilla"	11820		
orutundu	oru	tundu	LLFL	n.	11	womb	11821		
orutunguru	oru	tungurus	LHLLL	n.	11	onion	11822		
*orutuntunu	oru	tuntunu	LLLHL	n.	11	Cape gooseberry	11823		
oruturugunyu	oru	turugunyu	LLLLLL	n.	11	gland; nodule	11824		
oruturuturu	oru	turuturu	LLLHLL	n.	11	early morning	11825		
orutuuha	oru	tuuha	LLHHL	n.	11	long-necked gourd	11826		
orutuzi	oru	tuzi	LLHL	n.	11	mushroom	11827		
orutyabiri	oru	tyabiri	LLHLL	n.	11	kind of mushroom	11828		(A)
rutyo	ru	tyo	LL	a.	11	like that ruuha ?	11829		
eruuru	e	ruuru	LHHL	n.	10-Sep	pearl(s)	11830		
eruutsi	e	ruutsi	LLLL	n.	9?	female animal	11831		
oruvuri	oru	vuri	LLHL	n.	11	"bee-sting, whisker"	11832		
oruyaayo	oru	yaayo	LLHLL	n.	11	firesvood twig	11833		
oruyombo	oru	yombo	LLHL	n.	11	uproar	11834		
Oruyonaani	oru	yonaani	LLLHLL	n.	11	Classical Greek	11835		
oruyongoyongo	oru	yongoyongo	LLLHLL	n.	11	heron	11836		
oruyonjo	oru	yonjo	LLLL	a.	11	clean	11837		(G)
oruyonza	oru	yonza	LLHL	n.	11	thorny shrub	11838		
oruzaaro	oru	zaaro	LLHLL	n.	11	offspring	11839		
oruzigye	oru	zigye	LLLL	n.	11	locust	11840		
oruziizi	oru	ziizi	LLLLL	n.	11	swarm of flies	11841		
oruzima	oru	zima	LLLL	a.	11	"true, real"	11842		
oruzimu	oru	zimu	LLHL	n.	11	"stick insect; mantis; thin, weak person"	11843		
oruzinduko	oru	zinduko	LLLLL	n.	11	"visit, journey"	11844		
oruziramire	oru	ziramire	LLHLLL	n.	11	python	11845		
orw'	orw	'	L	a.	11	of	11846		
orwa	orw	a	LL	a.	11	of	11847		
rwa	rwa		L	a.			11848		(K)
rwa ruganda	rwa ru	ganda	LLLL	:	11	that very clan	11849		
orwabandize	orw	abandize	LLLHL	a.	11	previous	11850		
rwabarwabazyo			HLLLL	n.		late evening	11851		
rwabatabaazi			HLLLLL	n.		royal audience chamber	11852		(A)
orwabo	orw	abo	LFL	a.	11	their(s)	11853		
rwabuzooba	rwa bu	zooba	LLHLL	n.	11?	type of dance	11854		
orwabwo	orw	abwo	LLL	a.	11	its; their(s)	11855		
orwabya	orw	abya	LHL	n.	11	clay vegetable dish	11856		
orwabyo	orw	abyo	LLL	a.	11	their(s)	11857		
rwagati			LLL	i.		in the middle	11858		
orwagiisire	orw	agiisire	LLHHLL	n.	11	stomach bag; maw	11859		(K)
orwago	orw	ago	LLL	a.	11	their(s); its	11860		
rwagwa			HL	n.		banana beer	11861		
orwagwo	orw	agwo	LLL	a.	11	its	11862		
orwaho	orw	aho	LLL	a.	11	of that place	11863		
orwaitu	orw	aitu	LHLL	a.	11	our(s)	11864		
*Orwakabiri	orwa ka	biri	LLHLL	n.		Tuesday	11865		
*Orwakana	orwa ka	na	LLHL	n.		Thursday	11866		
orwakanakana	orw	akanakana	LLLHLL	n.	11	dewlap	11867		
*Orwakashatu	orwa ka	shatu	LLHLL	n.		Wednesday	11868		
*Orwakataano	orwa ka	taano	LLHLLL	n.		Friday	11869		
rwakipumpuru	rwa ki	pumpuru	LLLHL	n.	?	tripanosomiasis	11870		
orwako	orw	ako	LLL	a.	11	its	11871		
orwakwo	orw	akwo	LLL	a.	11	its	11872		
rwakyerekyerwa			LLLHL			bulbul	11873		
orwakyo	orw	akyo	LLL	a.	11	its	11874		
orwamba	orw	amba	LFL	n.	11	blood of a dead animal	11875		
orwamo	orw	amo	LFL	n.	11	rain-stopping medicine	11876		
Orwamukaaga	orwa mu	kaaga	LLLHLL	n.		Saturday	11877		
orwamwo	orw	amwo	LFL	a.	11	from inside	11878		
orwango	orw	ango	LLL	n.	11	hatred- meanness	11879		
rwango	rw	ango	FL	n.	11?	hatred (by one person)	11880		
*orwanguhi	orw	anguhi	LHLL	a.	11	light; easy	11881		
orwangye	orw	angye	LLL	a.	11	my; mine	11882		
orwaniu	orw	aniu	LLLL	n.	11	nonsense	11883		
orwano	orw	ano	LLL	n.	11	hollow near the shoulderblade- space betv.een the fingers	11884		
kucwa orwano	ku	cwa orwano	HLLLL	:		be first to drink beer	11885		
rwantsirima			LLLL	n.		striped rat	11886		
orwanyaanya	orw	anyaanya	LLLLL	n.	11	haze	11887		
orwanyima	orw	anyima	LLHL	n.	11	second milk	11888		(A)
orwanyu	orw	anyu	LFL	a.	11	your(s)	11889		
orwaragatsi	orw	aragatsi	LLLLL	n.	11	unoccupied space in a room [...(t)s...]	11890		
orwari	orw	ari	LFL	n.	11	commotion;	11891		
kuteera orwari	ku	teera orwari	LHLLLFL	:		make a noise	11892		
orwarwo	orw	arwo	LLL	a.	11	its	11893		
orwaryo	orw	aryo	LLL	a.	11	its	11894		
orwatika	orw	atika	LLLL	n.	11	crack	11895		
orwatwo	orw	atwo	LLL	a.	11	its; their(s)	11896		
orwawe	orw	awe	LLL	a.	11	your(s)	11897		
orwayo	orw	ayo	LLL	a.	11	its; their(s); of that place	11898		
orwazo	orw	azo	LLL	a.	11	their(s)	11899		
orwe	orw	e	LL	a.	11	his/her(s)	11900		
Orwebaraza	orw	ebaraza	LLLLL	n.	11	Monday	11901		
orwekwaitse	orw	ekwaitse	LHLLL	a.	11	"thick, dense [...(t)s...]"	11902		
rwekwatso			HLL	n.		one who continually makes excuses	11903		
orwemi nka	orw	emi nka	LHLL	a.	11	looking like	11904		
orwenda	orw	enda	LLL	n.	11	(the) nine hundred	11905		
orwendo	orw	endo	LLL	n.	11	calabash for beer	11906		
orwera	orw	era	LLL	n.	11	carbon-paper	11907		
orwera	orw	era	LFL	n.	11	open country	11908		
orwereere	orw	ereere	LHLLL	n.	11	plain- flat place	11909		
rweru			FL	n.		white lake or sea	11910		
orweto	orw	eto	LFL	n.	11	medicine thrown over a girl to promote marriage	11911		
orwezire	orw	ezire	LHLL	a.	11	ripe	11912		
rweziringa			LLHL	n.		burr-weed	11913		
orwezo	orw	ezo	LFL	n.	11	harvest	11914		
